                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     295                                      472                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6000000000000000E+009                  4.3924650418333724E+007                  5.7481082456517806E+003                  9.7876560526974998E-001                  9.9896048655387304E-001                 -1.5303633429472336E+000                  3.4809129787198634E-001                  8.0817932917453235E-006                  6.3130120433857173E-001                  2.5429408262006945E-005                  6.5633663709166491E-003                  1.0540589979614391E-002                  2.5129237964845383E-003                  9.9985489081664736E-001                 -3.8926758285025247E-014                  6.6248356431673461E-001                  7.5320170504811711E-004                  3.1644661681649011E-001                  3.0655049581175416E-003                  2.4433277131594247E-003                  1.1193148602993492E-002                  2.5125591481645580E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9985489071639910E-001                  9.9875146849632612E-001                  9.9985489063934385E-001                  9.9863017543820376E-001                  9.9974110599376963E+003                  2.4000842109768257E+007                  1.0215468192112095E+010                  9.7895602701786977E-001                  9.7895602701786977E-001                  1.0705962950589335E-043                  2.3796025614245302E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4516748992640000E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20260324" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 9.9985489081664736E-001                  9.9896048655387304E-001                  9.7876560526974998E-001                  5.8239423418615297E+004                 -6.7991312572938636E+000                  3.7599458536699237E+000                  2.0565911112602693E+012                  1.8781128620513385E+001                  1.6452336862574014E+008                  1.6399381472313794E+000                  3.8876910560198463E-001                  1.3010270121382033E+000                  1.0212036892309127E-004                  8.5000496144467041E-001                  5.8236659564319772E+004                  2.7638542955230032E+000                  1.2548803182526957E-001                  1.2548803182526957E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1680887556720294E-001                  2.3303960783866859E-026                  2.3303960783866856E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3231264047547535E-028                  0.0000000000000000E+000                 -4.7301870207227417E+000                  6.9999998551638565E-001                  2.9812118865663879E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999900717862094E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489081564749E-001                  9.9895752410265393E-001                  9.7876560527219891E-001                  5.9251009404872362E+004                 -6.7926070913088035E+000                  3.7608990983356643E+000                  2.0578371541030295E+012                  1.8772217859226071E+001                  1.6458468469871208E+008                  1.6396039237808107E+000                  3.8863590090315747E-001                  1.3010214504271926E+000                  1.0346081856938285E-004                  8.5000496144467041E-001                  5.9248221177907748E+004                  2.7882269646169018E+000                  1.2735819395940970E-001                  1.2735819395940970E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2469859774461818E-001                  2.3656822553715905E-026                  2.3656822553715907E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4642944626102654E-028                  0.0000000000000000E+000                 -4.6002935309330590E+000                  6.9999998551638565E-001                  2.9812118865663875E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999422342353910E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489081439760E-001                  9.9895387622782283E-001                  9.7876560527517575E-001                  6.0375010251928150E+004                 -6.7855252586970671E+000                  3.7619772348326856E+000                  2.0592507635076160E+012                  1.8762676430329133E+001                  1.6465583833281735E+008                  1.6392160290145947E+000                  3.8848169028176766E-001                  1.3010143844292368E+000                  1.0523469367117310E-004                  8.5000496144467041E-001                  6.0372194199935650E+004                  2.8160519925016678E+000                  1.3210468872313896E-001                  1.3210468872313896E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3377029009276055E-001                  2.4045897188623346E-026                  2.4045897188623349E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6199500628031664E-028                  0.0000000000000000E+000                 -4.4409090632259236E+000                  6.9999998551638565E-001                  2.9812118865663882E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9998808167860176E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489081314793E-001                  9.9895028732877467E-001                  9.7876560527804968E-001                  6.2061035751627773E+004                 -6.7752110791851221E+000                  3.7636223850666188E+000                  2.0614169599484714E+012                  1.8748967973844461E+001                  1.6476813553649706E+008                  1.6386042699458481E+000                  3.8823880234881947E-001                  1.3010019781037123E+000                  1.0844967798218932E-004                  8.5000496144467041E-001                  6.2058176704792255E+004                  2.8590468355183138E+000                  1.3699732128189990E-001                  1.3699732128189990E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4797374752000693E-001                  2.4624033730557412E-026                  2.4624033730557415E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8512429365988428E-028                  0.0000000000000000E+000                 -4.2059259046054809E+000                  6.9999998551638565E-001                  2.9812118865663882E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9997670898751068E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489081064827E-001                  9.9894327791552162E-001                  9.7876560528349321E-001                  6.5433181396423097E+004                 -6.7556476115603674E+000                  3.7670314779093079E+000                  2.0659436504223611E+012                  1.8723627274798865E+001                  1.6501690781548837E+008                  1.6372518583997240E+000                  3.8770117064488208E-001                  1.3009701215104736E+000                  1.1699179423867599E-004                  8.5000496144467041E-001                  6.5430231154424437E+004                  2.9502419986565749E+000                  1.4727501792374476E-001                  1.4727501792374476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7881216011902408E-001                  2.5759085744130726E-026                  2.5759085744130726E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0305338851815559E-027                  0.0000000000000000E+000                 -3.7467451144783368E+000                  6.9999998551638565E-001                  2.9812118865663882E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274564E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9994197322601551E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489080564904E-001                  9.9892987630267527E-001                  9.7876560529319179E-001                  7.3301943488368372E+004                 -6.7149103093558775E+000                  3.7755871159768328E+000                  2.0775332954974165E+012                  1.8675060116605930E+001                  1.6576933817834699E+008                  1.6332231130277168E+000                  3.8608121754808622E-001                  1.3008678349117397E+000                  1.4859048186697312E-004                  8.5000496144467041E-001                  7.3298751361134171E+004                  3.1921272341997189E+000                  1.7015868980373092E-001                  1.7015868980373092E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6568378156630807E-001                  2.8293359431148396E-026                  2.8293359431148396E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1319216027117585E-027                  0.0000000000000000E+000                 -2.7027949283838675E+000                  6.9999998551638565E-001                  2.9812118865663879E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9973897726599130E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489079315071E-001                  9.9889937075242319E-001                  9.7876560531068235E-001                  8.1733789942830743E+004                 -6.6788902238564107E+000                  3.7868089510511722E+000                  2.0933103804151760E+012                  1.8642763624400590E+001                  1.6714548379722786E+008                  1.6260927507441625E+000                  3.8317730094305980E-001                  1.3007234910979975E+000                  2.0647225841213969E-004                  8.5000496144467041E-001                  8.1730250234045292E+004                  3.5397087854486773E+000                  2.4080809218864727E-001                  2.4080809218864727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.0004942315166832E-001                  3.0741148984654908E-026                  3.0741148984654908E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2298493826131288E-027                  0.0000000000000000E+000                 -1.6662538318520252E+000                  6.9999998551638565E-001                  2.9812118865663875E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274564E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9901440515237567E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489078690171E-001                  9.9888533136532720E-001                  9.7876560531607382E-001                  8.7355336945914794E+004                 -6.6582904846845450E+000                  3.7950566562009431E+000                  2.1053355808704331E+012                  1.8629741351746912E+001                  1.6849003408163127E+008                  1.6194116317642975E+000                  3.8041159699957894E-001                  1.3006140685842285E+000                  2.5935204635026425E-004                  8.5000496144467041E-001                  8.7351517869445277E+004                  3.8190764695114119E+000                  2.8560486619009912E-001                  2.8560486619009912E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2169694684483621E-001                  3.2235097401741071E-026                  3.2235097401741071E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2896172052049352E-027                  0.0000000000000000E+000                 -8.8911343609312288E-001                  6.9999998551638565E-001                  2.9812118865663875E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274564E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9804158343436924E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9985489078065259E-001                  9.9887194198939999E-001                  9.7876560531895052E-001                  9.2977185371064057E+004                 -6.6405204027462474E+000                  3.8043186219731409E+000                  2.1193342399348970E+012                  1.8625548335630238E+001                  1.7041147219872302E+008                  1.6102450765869758E+000                  3.7655649861731794E-001                  1.3004626473362535E+000                  3.3539315406124799E-004                  8.5000496143338866E-001                  9.2973026205416129E+004                  4.1591656479345414E+000                  3.4203246466500886E-001                  3.4203246466500886E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8721125364350917E-001                  3.3582044955329556E-026                  3.3582044955329556E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3435040205086421E-027                  0.0000000000000000E+000                  6.2009795384348095E-003                  6.9999998548254028E-001                  2.9812152711077069E-005                  2.7997020236474873E-001                  4.1193902129486428E-003                  1.2067031330276045E-003                  1.1203876416666526E-002                  2.5129237964844927E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9644347694096894E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
